,birth_date,job,marital,education,default,housing,loan,contact_date,contact,campaign,pdays,previous,poutcome,y
4107,1976-10-01,admin.,divorced,university.degree,no,no,no,2009-05-26,cellular,1,999,0,nonexistent,0
4108,1977-11-05,admin.,single,high.school,no,yes,no,2008-07-23,cellular,1,999,0,nonexistent,0
4109,1953-03-25,retired,divorced,university.degree,no,yes,no,2009-04-27,cellular,5,9,1,success,0
4110,1975-03-01,blue-collar,divorced,high.school,no,yes,no,2008-10-30,telephone,1,999,0,nonexistent,1
4111,1959-10-20,services,married,high.school,no,yes,no,2008-08-26,cellular,2,999,0,nonexistent,0
4112,1955-04-28,admin.,married,high.school,no,no,no,2008-08-20,cellular,1,999,0,nonexistent,0
4113,1957-12-18,technician,divorced,professional.course,no,no,no,2009-04-03,cellular,2,999,0,nonexistent,0
4114,1950-07-03,management,married,university.degree,no,no,no,2009-05-11,telephone,8,999,0,nonexistent,1
4115,1955-06-10,self-employed,divorced,professional.course,no,yes,no,2009-05-14,cellular,2,999,0,nonexistent,0
4116,1970-01-16,blue-collar,single,basic.9y,no,yes,no,2009-05-18,cellular,1,999,0,nonexistent,0
4117,1964-04-20,technician,married,high.school,no,yes,no,2009-08-21,cellular,2,999,0,nonexistent,0
4118,1968-03-26,technician,married,basic.9y,no,yes,no,2009-05-27,cellular,1,999,1,failure,0
4119,1970-08-04,admin.,married,university.degree,no,yes,no,2008-08-05,cellular,12,999,0,nonexistent,0
4120,1978-02-26,technician,married,university.degree,no,yes,no,2009-05-18,cellular,1,999,0,nonexistent,0
4121,1952-05-28,blue-collar,married,basic.9y,unknown,no,no,2008-08-08,cellular,4,999,0,nonexistent,0
4122,1978-12-07,management,single,high.school,no,no,yes,2008-11-11,cellular,1,999,0,nonexistent,0
4123,1981-10-20,admin.,married,high.school,no,yes,no,2010-06-23,cellular,3,999,0,nonexistent,1
4124,1963-03-20,admin.,divorced,basic.9y,unknown,no,no,2008-05-02,telephone,2,999,0,nonexistent,0
4125,1972-05-28,services,married,high.school,no,yes,no,2009-05-14,cellular,2,12,1,success,0
4126,1978-03-22,technician,married,university.degree,unknown,no,no,2008-05-19,telephone,1,999,0,nonexistent,0
4127,1979-07-25,technician,single,high.school,unknown,yes,no,2008-08-13,cellular,2,999,0,nonexistent,0
4128,1974-05-07,blue-collar,single,basic.9y,no,no,no,2008-05-19,telephone,3,999,0,nonexistent,0
4129,1979-01-19,admin.,married,university.degree,no,no,no,2009-04-30,cellular,1,999,0,nonexistent,0
4130,1959-06-05,technician,divorced,unknown,no,unknown,unknown,2008-06-06,telephone,1,999,0,nonexistent,0
4131,1978-06-25,services,married,high.school,unknown,unknown,unknown,2008-06-06,telephone,1,999,0,nonexistent,0
4132,1973-04-20,technician,married,high.school,no,unknown,unknown,2008-08-08,cellular,1,999,0,nonexistent,0
4133,1974-02-01,services,divorced,high.school,no,no,no,2009-04-23,cellular,1,999,0,nonexistent,0
4134,1970-12-17,technician,married,professional.course,no,yes,no,2010-10-26,telephone,1,999,0,nonexistent,0
4135,1979-11-27,admin.,single,high.school,no,yes,yes,2008-07-23,cellular,4,999,0,nonexistent,0
4136,1954-07-17,services,married,basic.6y,no,yes,no,2008-07-17,cellular,4,999,0,nonexistent,0
4137,1960-11-17,housemaid,married,basic.4y,unknown,yes,no,2008-08-04,cellular,3,999,0,nonexistent,0
4138,1958-01-05,unknown,married,unknown,unknown,yes,no,2008-05-06,telephone,3,999,0,nonexistent,0
4139,1960-01-01,blue-collar,married,basic.6y,unknown,no,no,2008-05-05,telephone,3,999,0,nonexistent,0
4140,1977-09-08,technician,single,university.degree,no,no,no,2009-05-07,cellular,8,999,0,nonexistent,0
4141,1952-04-04,blue-collar,married,professional.course,no,unknown,unknown,2008-05-30,telephone,1,999,0,nonexistent,0
4142,1964-05-02,management,married,high.school,unknown,no,no,2008-07-07,telephone,1,999,0,nonexistent,0
4143,1954-03-28,management,married,university.degree,no,yes,no,2008-05-08,telephone,4,999,0,nonexistent,0
4144,1967-08-14,technician,single,university.degree,unknown,no,yes,2008-05-16,telephone,3,999,0,nonexistent,0
4145,1950-07-12,services,married,high.school,unknown,yes,yes,2008-06-06,telephone,13,999,0,nonexistent,0
4146,1968-04-22,blue-collar,married,high.school,unknown,yes,no,2008-05-19,telephone,1,999,0,nonexistent,0
4147,1974-10-03,services,married,professional.course,no,yes,no,2008-08-05,cellular,2,999,0,nonexistent,0
4148,1967-09-28,entrepreneur,single,high.school,no,yes,no,2008-07-24,cellular,3,999,0,nonexistent,0
4149,1933-11-13,retired,married,basic.4y,no,no,no,2009-08-14,cellular,1,999,1,failure,0
4150,1969-03-31,admin.,single,high.school,no,no,no,2008-11-26,cellular,2,999,0,nonexistent,0
4151,1961-01-15,admin.,married,high.school,no,no,no,2008-11-12,cellular,4,999,0,nonexistent,1
4152,1978-05-16,blue-collar,married,basic.9y,no,no,no,2009-05-01,cellular,2,999,0,nonexistent,0
4153,1973-04-20,blue-collar,married,professional.course,no,yes,yes,2008-05-21,telephone,2,999,0,nonexistent,0
4154,1970-06-21,blue-collar,single,basic.4y,no,unknown,unknown,2008-05-20,telephone,2,999,0,nonexistent,0
4155,1969-06-03,admin.,married,university.degree,unknown,no,no,2008-07-24,cellular,3,999,0,nonexistent,0
4156,1962-03-05,admin.,married,high.school,no,no,no,2008-07-07,cellular,10,999,0,nonexistent,0
4157,1961-09-07,technician,married,professional.course,no,yes,yes,2008-07-24,cellular,4,999,0,nonexistent,0
4158,1975-01-08,technician,divorced,professional.course,no,yes,yes,2009-04-03,cellular,2,999,1,failure,0
4159,1978-05-16,blue-collar,married,basic.4y,no,no,no,2008-06-03,telephone,4,999,0,nonexistent,0
4160,1957-08-17,blue-collar,married,basic.9y,unknown,no,no,2008-08-27,telephone,2,999,0,nonexistent,0
4161,1953-02-07,services,married,high.school,no,yes,no,2008-05-27,telephone,1,999,0,nonexistent,0
4162,1969-05-21,admin.,single,university.degree,no,yes,no,2009-05-06,cellular,2,999,0,nonexistent,0
4163,1958-06-06,unknown,married,unknown,unknown,yes,no,2008-07-22,cellular,1,999,0,nonexistent,0
4164,1964-07-05,blue-collar,married,basic.6y,no,yes,yes,2008-05-07,telephone,1,999,0,nonexistent,0
4165,1959-02-14,technician,married,professional.course,no,no,no,2008-05-09,telephone,2,999,0,nonexistent,1
4166,1989-01-12,student,single,high.school,no,yes,no,2009-04-09,cellular,2,999,0,nonexistent,0
4167,1953-08-05,housemaid,married,basic.4y,no,no,no,2008-05-02,telephone,1,999,0,nonexistent,0
4168,1966-09-26,management,married,university.degree,no,no,no,2008-06-05,telephone,2,999,0,nonexistent,0
4169,1977-01-04,admin.,single,university.degree,no,no,no,2008-05-07,telephone,8,999,0,nonexistent,0
4170,1950-07-02,blue-collar,married,basic.9y,no,yes,no,2008-08-11,cellular,1,999,0,nonexistent,1
4171,1972-03-21,services,married,high.school,no,yes,no,2009-04-20,cellular,3,999,0,nonexistent,0
4172,1966-12-10,services,married,high.school,no,yes,yes,2009-04-17,telephone,1,999,1,failure,0
4173,1962-03-28,technician,married,university.degree,no,no,no,2008-07-03,cellular,3,999,0,nonexistent,0
4174,1952-04-20,management,divorced,university.degree,no,yes,no,2008-05-01,telephone,2,999,0,nonexistent,0
4175,1981-08-17,admin.,single,professional.course,unknown,yes,no,2008-07-24,cellular,2,999,0,nonexistent,0
4176,1980-04-30,technician,single,high.school,no,no,no,2008-07-15,cellular,8,999,0,nonexistent,0
4177,1978-04-20,admin.,single,high.school,no,no,no,2008-07-14,telephone,3,999,0,nonexistent,0
4178,1979-11-18,blue-collar,married,basic.9y,no,yes,no,2008-11-18,cellular,1,999,0,nonexistent,0
4179,1958-08-30,technician,married,professional.course,no,yes,no,2008-06-24,telephone,5,999,0,nonexistent,0
4180,1963-11-03,admin.,married,unknown,unknown,no,no,2008-08-14,cellular,14,999,0,nonexistent,0
4181,1949-08-20,retired,married,unknown,unknown,yes,no,2008-06-05,telephone,1,999,0,nonexistent,0
4182,1961-06-11,blue-collar,married,professional.course,no,no,no,2009-05-14,cellular,2,999,2,failure,0
4183,1975-04-02,admin.,married,university.degree,no,no,yes,2009-05-27,cellular,4,999,1,failure,0
4184,1977-02-01,services,married,high.school,no,no,no,2009-05-12,cellular,4,1,2,success,1
4185,1968-08-17,technician,single,professional.course,no,no,no,2008-08-13,cellular,2,999,0,nonexistent,0
4186,1975-03-16,technician,married,professional.course,no,yes,no,2008-11-25,cellular,1,999,0,nonexistent,0
4187,1978-06-22,admin.,single,university.degree,no,yes,no,2008-06-25,telephone,1,999,0,nonexistent,0
4188,1959-05-13,housemaid,married,basic.4y,unknown,yes,no,2008-06-27,telephone,2,999,0,nonexistent,0
4189,1983-07-31,blue-collar,single,basic.6y,no,no,no,2008-07-30,cellular,2,999,0,nonexistent,0
4190,1958-06-13,technician,divorced,professional.course,no,no,no,2008-07-04,cellular,2,999,0,nonexistent,0
4191,1976-01-24,services,married,unknown,no,no,no,2008-06-02,telephone,4,999,0,nonexistent,0
4192,1959-07-29,management,married,university.degree,no,yes,no,2008-11-11,cellular,1,999,0,nonexistent,0
4193,1963-06-25,housemaid,married,high.school,no,yes,no,2009-08-14,cellular,1,999,0,nonexistent,0
4194,1964-03-12,technician,married,high.school,no,yes,no,2008-07-01,telephone,1,999,0,nonexistent,0
4195,1956-07-22,self-employed,married,basic.4y,unknown,yes,no,2009-05-11,cellular,1,999,0,nonexistent,0
4196,1965-03-04,admin.,single,high.school,no,yes,no,2010-11-15,cellular,2,999,2,failure,0
4197,1972-04-17,blue-collar,single,basic.9y,no,yes,no,2009-05-08,cellular,1,999,1,failure,0
4198,1975-05-14,technician,single,professional.course,no,yes,yes,2008-05-21,telephone,6,999,0,nonexistent,0
4199,1984-01-13,student,single,high.school,no,no,no,2010-03-12,cellular,1,6,3,success,1
4200,1966-07-27,services,married,professional.course,no,yes,no,2008-05-16,telephone,1,999,0,nonexistent,0
4201,1978-08-29,admin.,single,university.degree,no,no,no,2008-08-28,cellular,5,999,0,nonexistent,0
4202,1953-03-09,blue-collar,divorced,basic.9y,no,yes,yes,2008-07-15,cellular,1,999,0,nonexistent,0
4203,1973-04-25,services,married,high.school,no,yes,no,2008-07-01,cellular,3,999,0,nonexistent,0
4204,1976-08-01,blue-collar,single,professional.course,no,no,no,2009-04-07,cellular,2,999,0,nonexistent,0
4205,1940-07-21,retired,married,basic.4y,no,yes,no,2010-08-24,cellular,3,6,1,success,1
4206,1984-10-05,technician,single,university.degree,no,no,no,2010-09-24,cellular,1,999,0,nonexistent,1
4207,1951-04-29,retired,married,basic.9y,unknown,yes,no,2008-08-29,cellular,6,999,0,nonexistent,0
4208,1972-04-17,technician,married,professional.course,no,no,no,2008-05-06,telephone,1,999,0,nonexistent,0
4209,1955-09-09,technician,married,unknown,no,yes,no,2008-05-27,telephone,2,999,0,nonexistent,0
4210,1965-01-31,blue-collar,married,basic.4y,no,yes,no,2009-04-23,cellular,1,999,0,nonexistent,0
4211,1972-06-22,technician,single,professional.course,no,no,no,2008-05-27,telephone,2,999,0,nonexistent,0
4212,1968-09-16,blue-collar,married,basic.9y,no,no,no,2009-08-27,cellular,1,999,1,failure,0
4213,1975-05-21,technician,married,professional.course,no,yes,no,2009-04-27,cellular,3,999,0,nonexistent,0
4214,1951-03-11,retired,divorced,university.degree,no,yes,no,2009-04-08,cellular,2,999,0,nonexistent,1
4215,1984-05-18,technician,single,unknown,no,no,no,2008-07-04,cellular,2,999,0,nonexistent,0
4216,1962-02-02,blue-collar,married,basic.9y,unknown,no,yes,2008-05-14,telephone,4,999,0,nonexistent,0
4217,1967-10-01,services,married,high.school,no,yes,no,2008-07-14,cellular,2,999,0,nonexistent,0
4218,1975-10-05,services,married,high.school,no,no,no,2008-11-18,telephone,1,999,0,nonexistent,1
4219,1957-06-17,services,divorced,basic.4y,no,yes,no,2009-06-16,cellular,3,999,1,failure,0
4220,1972-10-13,blue-collar,single,basic.4y,no,yes,no,2008-06-23,telephone,2,999,0,nonexistent,0
4221,1969-01-28,admin.,single,university.degree,unknown,no,no,2008-06-06,telephone,5,999,0,nonexistent,0
4222,1975-04-03,admin.,married,university.degree,no,yes,yes,2008-08-01,cellular,1,999,0,nonexistent,0
4223,1964-08-26,blue-collar,divorced,basic.4y,unknown,yes,no,2008-05-27,telephone,1,999,0,nonexistent,0
4224,1932-03-27,retired,married,basic.4y,no,no,no,2010-07-05,cellular,1,999,0,nonexistent,1
4225,1978-03-11,technician,single,basic.6y,unknown,yes,no,2008-05-08,telephone,2,999,0,nonexistent,0
4226,1967-04-15,management,married,unknown,unknown,no,yes,2008-06-26,telephone,1,999,0,nonexistent,1
4227,1983-06-07,services,single,high.school,unknown,no,no,2008-07-09,telephone,2,999,0,nonexistent,0
4228,1961-10-01,admin.,married,university.degree,no,unknown,unknown,2008-08-19,cellular,2,999,0,nonexistent,0
4229,1949-09-02,retired,married,university.degree,no,yes,no,2008-08-28,cellular,18,999,0,nonexistent,0
4230,1968-03-20,admin.,married,high.school,no,yes,yes,2008-06-18,telephone,10,999,0,nonexistent,0
4231,1981-09-20,admin.,married,basic.9y,no,yes,no,2008-06-16,telephone,3,999,0,nonexistent,0
4232,1970-08-27,blue-collar,married,basic.6y,no,no,no,2008-06-09,telephone,2,999,0,nonexistent,0
4233,1980-08-30,unemployed,single,high.school,no,no,no,2009-06-16,cellular,1,999,0,nonexistent,0
4234,1951-05-03,admin.,married,university.degree,unknown,yes,no,2008-08-06,cellular,3,999,0,nonexistent,0
4235,1951-10-20,admin.,married,university.degree,no,yes,no,2008-11-21,cellular,1,999,0,nonexistent,0
4236,1973-02-03,admin.,single,university.degree,no,no,no,2008-05-26,telephone,2,999,0,nonexistent,0
4237,1984-02-28,blue-collar,single,basic.9y,no,yes,no,2008-07-04,cellular,2,999,0,nonexistent,0
4238,1967-07-22,admin.,married,basic.9y,unknown,yes,no,2008-06-26,telephone,2,999,0,nonexistent,0
4239,1981-07-17,admin.,single,high.school,no,yes,no,2009-05-19,cellular,3,999,0,nonexistent,0
4240,1975-06-18,management,married,university.degree,no,yes,no,2009-05-08,telephone,3,999,1,failure,0
4241,1966-05-20,admin.,married,university.degree,no,no,no,2008-07-28,cellular,12,999,0,nonexistent,0
4242,1976-03-20,technician,divorced,high.school,no,yes,no,2009-05-05,cellular,1,999,0,nonexistent,0
4243,1974-09-10,housemaid,married,university.degree,no,no,no,2008-08-14,cellular,2,999,0,nonexistent,0
4244,1975-06-15,blue-collar,married,basic.9y,no,yes,yes,2008-05-21,telephone,2,999,0,nonexistent,0
4245,1958-08-19,admin.,divorced,high.school,no,no,no,2008-05-27,telephone,1,999,0,nonexistent,0
4246,1978-03-12,self-employed,single,university.degree,no,no,yes,2008-06-17,telephone,6,999,0,nonexistent,0
4247,1975-06-12,technician,divorced,professional.course,no,no,no,2008-06-12,telephone,5,999,0,nonexistent,0
4248,1974-01-15,admin.,married,university.degree,no,yes,yes,2009-10-19,cellular,1,999,1,failure,1
4249,1972-09-29,technician,divorced,professional.course,no,no,no,2008-07-07,cellular,3,999,0,nonexistent,0
4250,1977-08-23,housemaid,married,university.degree,no,yes,yes,2008-08-21,cellular,4,999,0,nonexistent,0
4251,1971-01-15,blue-collar,married,high.school,no,no,no,2009-04-20,telephone,1,999,0,nonexistent,0
4252,1972-01-09,services,single,basic.9y,unknown,no,yes,2008-05-02,telephone,1,999,0,nonexistent,0
4253,1977-06-22,admin.,married,high.school,no,yes,no,2008-07-04,cellular,2,999,0,nonexistent,0
4254,1965-11-11,management,married,unknown,no,yes,no,2008-07-09,cellular,2,999,0,nonexistent,0
4255,1952-09-01,admin.,married,basic.6y,no,no,no,2009-05-01,cellular,1,999,1,failure,0
4256,1982-08-24,admin.,single,high.school,no,yes,no,2009-05-27,cellular,1,999,0,nonexistent,0
4257,1955-10-22,retired,married,basic.4y,unknown,yes,no,2008-11-17,cellular,1,999,0,nonexistent,0
4258,1980-09-29,blue-collar,single,high.school,no,yes,no,2008-06-23,telephone,2,999,0,nonexistent,0
4259,1964-10-27,admin.,single,university.degree,no,no,yes,2010-11-23,cellular,1,999,1,failure,0
4260,1965-08-15,technician,single,university.degree,no,no,no,2008-05-28,telephone,1,999,0,nonexistent,0
4261,1976-05-18,technician,married,professional.course,no,unknown,unknown,2008-08-29,telephone,2,999,0,nonexistent,0
4262,1972-08-05,housemaid,married,high.school,no,no,no,2008-05-20,telephone,4,999,0,nonexistent,0
4263,1950-05-06,management,married,unknown,unknown,yes,no,2008-06-30,telephone,1,999,0,nonexistent,0
4264,1977-02-21,self-employed,married,university.degree,no,yes,yes,2008-06-16,telephone,1,999,0,nonexistent,0
4265,1975-03-24,admin.,single,university.degree,no,yes,no,2009-05-25,cellular,1,999,0,nonexistent,0
4266,1969-09-26,management,married,unknown,no,yes,yes,2008-11-27,cellular,1,999,0,nonexistent,1
4267,1956-10-04,services,divorced,basic.6y,no,yes,no,2008-08-05,cellular,1,999,0,nonexistent,0
4268,1963-08-29,admin.,married,unknown,unknown,no,no,2008-07-24,cellular,1,999,0,nonexistent,0
4269,1982-04-25,blue-collar,married,basic.9y,no,yes,no,2009-05-19,cellular,1,11,1,success,0
4270,1973-07-30,technician,married,professional.course,no,yes,no,2010-04-19,telephone,1,999,0,nonexistent,1
4271,1987-01-28,services,single,high.school,no,yes,yes,2009-06-01,cellular,1,999,0,nonexistent,0
4272,1965-03-03,blue-collar,divorced,basic.9y,no,no,no,2008-07-01,cellular,1,999,0,nonexistent,0
4273,1963-05-26,admin.,single,professional.course,no,yes,no,2008-07-09,cellular,1,999,0,nonexistent,0
4274,1983-03-29,admin.,single,high.school,no,no,no,2008-07-01,cellular,6,999,0,nonexistent,0
4275,1969-04-22,services,married,high.school,unknown,yes,no,2008-05-20,telephone,1,999,0,nonexistent,1
4276,1969-04-13,blue-collar,married,unknown,no,no,no,2008-05-30,telephone,4,999,0,nonexistent,0
4277,1970-07-08,management,married,university.degree,no,yes,no,2009-04-24,cellular,1,999,0,nonexistent,0
4278,1959-07-29,self-employed,married,university.degree,no,no,no,2008-07-03,cellular,2,999,0,nonexistent,0
4279,1964-03-14,admin.,married,professional.course,no,yes,no,2008-05-05,telephone,1,999,0,nonexistent,0
4280,1958-08-14,blue-collar,divorced,basic.9y,unknown,no,no,2008-06-03,telephone,6,999,0,nonexistent,0
4281,1978-07-07,blue-collar,married,basic.9y,no,no,no,2009-05-05,cellular,2,999,0,nonexistent,0
4282,1936-09-01,retired,divorced,high.school,no,no,yes,2009-12-22,cellular,3,6,2,success,1
4283,1973-03-27,blue-collar,married,basic.4y,no,no,no,2008-06-27,telephone,1,999,0,nonexistent,0
4284,1972-11-07,blue-collar,married,basic.9y,no,yes,no,2008-07-10,cellular,1,999,0,nonexistent,0
4285,1972-08-01,technician,married,professional.course,unknown,yes,no,2008-08-15,cellular,2,999,0,nonexistent,0
4286,1969-03-21,blue-collar,married,basic.6y,no,no,no,2008-05-22,telephone,1,999,0,nonexistent,0
4287,1967-09-18,entrepreneur,divorced,university.degree,no,yes,no,2008-07-29,cellular,5,999,0,nonexistent,0
4288,1970-11-05,services,single,high.school,no,yes,no,2008-08-21,cellular,1,999,0,nonexistent,0
4289,1971-07-21,entrepreneur,married,university.degree,unknown,yes,no,2008-11-03,telephone,1,999,0,nonexistent,0
4290,1979-06-23,management,married,university.degree,no,yes,no,2008-07-31,cellular,4,999,0,nonexistent,0
4291,1974-04-17,admin.,married,high.school,no,yes,no,2008-07-07,cellular,3,999,0,nonexistent,0
4292,1969-08-29,management,married,high.school,no,yes,no,2008-11-11,cellular,1,999,0,nonexistent,0
